Date,Open,High,Low,Close,Adj Close,Volume
2001-04-10,10.000000,10.000000,10.000000,10.000000,4.794730,0
2001-04-11,10.000000,10.000000,10.000000,10.000000,4.794730,0
2001-04-12,10.000000,10.000000,10.000000,10.000000,4.794730,0
2001-04-16,9.980000,9.980000,9.980000,9.980000,4.785140,0
2001-04-17,9.970000,9.970000,9.970000,9.970000,4.780346,0
2001-04-18,9.950000,9.950000,9.950000,9.950000,4.770756,0
2001-04-19,9.940000,9.940000,9.940000,9.940000,4.765965,0
2001-04-20,9.930000,9.930000,9.930000,9.930000,4.761166,0
2001-04-23,9.930000,9.930000,9.930000,9.930000,4.761166,0
2001-04-24,9.940000,9.940000,9.940000,9.940000,4.765965,0
2001-04-25,9.940000,9.940000,9.940000,9.940000,4.765965,0
2001-04-26,9.950000,9.950000,9.950000,9.950000,4.770756,0
2001-04-27,9.940000,9.940000,9.940000,9.940000,4.765965,0
2001-04-30,9.940000,9.940000,9.940000,9.940000,4.776530,0
2001-05-01,9.940000,9.940000,9.940000,9.940000,4.776530,0
2001-05-02,9.960000,9.960000,9.960000,9.960000,4.786143,0
2001-05-03,9.990000,9.990000,9.990000,9.990000,4.800558,0
2001-05-04,10.000000,10.000000,10.000000,10.000000,4.805366,0
2001-05-07,10.000000,10.000000,10.000000,10.000000,4.805366,0
2001-05-08,10.010000,10.010000,10.010000,10.010000,4.810171,0
2001-05-09,10.040000,10.040000,10.040000,10.040000,4.824587,0
2001-05-10,10.050000,10.050000,10.050000,10.050000,4.829390,0
2001-05-11,10.020000,10.020000,10.020000,10.020000,4.814975,0
2001-05-14,10.020000,10.020000,10.020000,10.020000,4.814975,0
2001-05-15,10.010000,10.010000,10.010000,10.010000,4.810171,0
2001-05-16,10.010000,10.010000,10.010000,10.010000,4.810171,0
2001-05-17,10.010000,10.010000,10.010000,10.010000,4.810171,0
2001-05-18,10.030000,10.030000,10.030000,10.030000,4.819782,0
2001-05-21,10.030000,10.030000,10.030000,10.030000,4.819782,0
2001-05-22,10.030000,10.030000,10.030000,10.030000,4.819782,0
2001-05-23,10.030000,10.030000,10.030000,10.030000,4.819782,0
2001-05-24,10.030000,10.030000,10.030000,10.030000,4.819782,0
2001-05-25,10.030000,10.030000,10.030000,10.030000,4.819782,0
2001-05-29,10.030000,10.030000,10.030000,10.030000,4.819782,0
2001-05-30,10.030000,10.030000,10.030000,10.030000,4.819782,0
2001-05-31,10.040000,10.040000,10.040000,10.040000,4.841965,0
2001-06-01,10.060000,10.060000,10.060000,10.060000,4.851613,0
2001-06-04,10.070000,10.070000,10.070000,10.070000,4.856435,0
2001-06-05,10.080000,10.080000,10.080000,10.080000,4.861256,0
2001-06-06,10.100000,10.100000,10.100000,10.100000,4.870900,0
2001-06-07,10.100000,10.100000,10.100000,10.100000,4.870900,0
2001-06-08,10.100000,10.100000,10.100000,10.100000,4.870900,0
2001-06-11,10.100000,10.100000,10.100000,10.100000,4.870900,0
2001-06-12,10.110000,10.110000,10.110000,10.110000,4.875722,0
2001-06-13,10.110000,10.110000,10.110000,10.110000,4.875722,0
2001-06-14,10.110000,10.110000,10.110000,10.110000,4.875722,0
2001-06-15,10.110000,10.110000,10.110000,10.110000,4.875722,0
2001-06-18,10.110000,10.110000,10.110000,10.110000,4.875722,0
2001-06-19,10.110000,10.110000,10.110000,10.110000,4.875722,0
2001-06-20,10.110000,10.110000,10.110000,10.110000,4.875722,0
2001-06-21,10.120000,10.120000,10.120000,10.120000,4.880549,0
2001-06-22,10.120000,10.120000,10.120000,10.120000,4.880549,0
2001-06-25,10.120000,10.120000,10.120000,10.120000,4.880549,0
2001-06-26,10.120000,10.120000,10.120000,10.120000,4.880549,0
2001-06-27,10.120000,10.120000,10.120000,10.120000,4.880549,0
2001-06-28,10.110000,10.110000,10.110000,10.110000,4.875722,0
2001-06-29,10.100000,10.100000,10.100000,10.100000,4.887822,0
2001-07-02,10.090000,10.090000,10.090000,10.090000,4.882984,0
2001-07-03,10.090000,10.090000,10.090000,10.090000,4.882984,0
2001-07-05,10.090000,10.090000,10.090000,10.090000,4.882984,0
2001-07-06,10.090000,10.090000,10.090000,10.090000,4.882984,0
2001-07-09,10.100000,10.100000,10.100000,10.100000,4.887822,0
2001-07-10,10.110000,10.110000,10.110000,10.110000,4.892661,0
2001-07-11,10.110000,10.110000,10.110000,10.110000,4.892661,0
2001-07-12,10.120000,10.120000,10.120000,10.120000,4.897503,0
2001-07-13,10.120000,10.120000,10.120000,10.120000,4.897503,0
2001-07-16,10.120000,10.120000,10.120000,10.120000,4.897503,0
2001-07-17,10.130000,10.130000,10.130000,10.130000,4.902339,0
2001-07-18,10.140000,10.140000,10.140000,10.140000,4.907182,0
2001-07-19,10.160000,10.160000,10.160000,10.160000,4.916857,0
2001-07-20,10.160000,10.160000,10.160000,10.160000,4.916857,0
2001-07-23,10.160000,10.160000,10.160000,10.160000,4.916857,0
2001-07-24,10.190000,10.190000,10.190000,10.190000,4.931373,0
2001-07-25,10.190000,10.190000,10.190000,10.190000,4.931373,0
2001-07-26,10.190000,10.190000,10.190000,10.190000,4.931373,0
2001-07-27,10.200000,10.200000,10.200000,10.200000,4.936218,0
2001-07-30,10.210000,10.210000,10.210000,10.210000,4.941055,0
2001-07-31,10.220000,10.220000,10.220000,10.220000,4.963887,0
2001-08-01,10.230000,10.230000,10.230000,10.230000,4.968742,0
2001-08-02,10.230000,10.230000,10.230000,10.230000,4.968742,0
2001-08-03,10.230000,10.230000,10.230000,10.230000,4.968742,0
2001-08-06,10.230000,10.230000,10.230000,10.230000,4.968742,0
2001-08-07,10.230000,10.230000,10.230000,10.230000,4.968742,0
2001-08-08,10.240000,10.240000,10.240000,10.240000,4.973597,0
2001-08-09,10.260000,10.260000,10.260000,10.260000,4.983315,0
2001-08-10,10.270000,10.270000,10.270000,10.270000,4.988173,0
2001-08-13,10.280000,10.280000,10.280000,10.280000,4.993029,0
2001-08-14,10.280000,10.280000,10.280000,10.280000,4.993029,0
2001-08-15,10.280000,10.280000,10.280000,10.280000,4.993029,0
2001-08-16,10.280000,10.280000,10.280000,10.280000,4.993029,0
2001-08-17,10.300000,10.300000,10.300000,10.300000,5.002743,0
2001-08-20,10.300000,10.300000,10.300000,10.300000,5.002743,0
2001-08-21,10.310000,10.310000,10.310000,10.310000,5.007598,0
2001-08-22,10.320000,10.320000,10.320000,10.320000,5.012454,0
2001-08-23,10.330000,10.330000,10.330000,10.330000,5.017310,0
2001-08-24,10.330000,10.330000,10.330000,10.330000,5.017310,0
2001-08-27,10.330000,10.330000,10.330000,10.330000,5.017310,0
2001-08-28,10.340000,10.340000,10.340000,10.340000,5.022170,0
2001-08-29,10.350000,10.350000,10.350000,10.350000,5.027025,0
2001-08-30,10.360000,10.360000,10.360000,10.360000,5.031882,0
2001-08-31,10.370000,10.370000,10.370000,10.370000,5.054789,0
2001-09-04,10.350000,10.350000,10.350000,10.350000,5.045041,0
2001-09-05,10.340000,10.340000,10.340000,10.340000,5.040169,0
2001-09-06,10.340000,10.340000,10.340000,10.340000,5.040169,0
2001-09-07,10.350000,10.350000,10.350000,10.350000,5.045041,0
2001-09-10,10.360000,10.360000,10.360000,10.360000,5.049917,0
2001-09-17,10.400000,10.400000,10.400000,10.400000,5.069415,0
2001-09-18,10.380000,10.380000,10.380000,10.380000,5.059666,0
2001-09-19,10.350000,10.350000,10.350000,10.350000,5.045041,0
2001-09-20,10.320000,10.320000,10.320000,10.320000,5.030419,0
2001-09-21,10.320000,10.320000,10.320000,10.320000,5.030419,0
2001-09-24,10.300000,10.300000,10.300000,10.300000,5.020672,0
2001-09-25,10.290000,10.290000,10.290000,10.290000,5.015798,0
2001-09-26,10.290000,10.290000,10.290000,10.290000,5.015798,0
2001-09-27,10.300000,10.300000,10.300000,10.300000,5.020672,0
2001-09-28,10.310000,10.310000,10.310000,10.310000,5.043171,0
2001-10-01,10.310000,10.310000,10.310000,10.310000,5.043171,0
2001-10-02,10.350000,10.350000,10.350000,10.350000,5.062735,0
2001-10-03,10.380000,10.380000,10.380000,10.380000,5.077411,0
2001-10-04,10.400000,10.400000,10.400000,10.400000,5.087193,0
2001-10-05,10.400000,10.400000,10.400000,10.400000,5.087193,0
2001-10-08,10.400000,10.400000,10.400000,10.400000,5.087193,0
2001-10-09,10.400000,10.400000,10.400000,10.400000,5.087193,0
2001-10-10,10.390000,10.390000,10.390000,10.390000,5.082304,0
2001-10-11,10.380000,10.380000,10.380000,10.380000,5.077411,0
2001-10-12,10.380000,10.380000,10.380000,10.380000,5.077411,0
2001-10-15,10.380000,10.380000,10.380000,10.380000,5.077411,0
2001-10-16,10.380000,10.380000,10.380000,10.380000,5.077411,0
2001-10-17,10.380000,10.380000,10.380000,10.380000,5.077411,0
