Date,Open,High,Low,Close,Adj Close,Volume
2014-10-07,10.040000,10.040000,10.040000,10.040000,9.560153,0
2014-10-08,10.040000,10.040000,10.040000,10.040000,9.560153,0
2014-10-09,10.050000,10.050000,10.050000,10.050000,9.569677,0
2014-10-10,10.050000,10.050000,10.050000,10.050000,9.569677,0
2014-10-13,10.050000,10.050000,10.050000,10.050000,9.569677,0
2014-10-14,10.050000,10.050000,10.050000,10.050000,9.569677,0
2014-10-15,10.050000,10.050000,10.050000,10.050000,9.569677,0
2014-10-16,10.050000,10.050000,10.050000,10.050000,9.569677,0
2014-10-17,10.050000,10.050000,10.050000,10.050000,9.569677,0
2014-10-20,10.050000,10.050000,10.050000,10.050000,9.569677,0
2014-10-21,10.050000,10.050000,10.050000,10.050000,9.569677,0
2014-10-22,10.050000,10.050000,10.050000,10.050000,9.569677,0
2014-10-23,10.050000,10.050000,10.050000,10.050000,9.569677,0
2014-10-24,10.050000,10.050000,10.050000,10.050000,9.569677,0
2014-10-27,10.050000,10.050000,10.050000,10.050000,9.569677,0
2014-10-28,10.050000,10.050000,10.050000,10.050000,9.569677,0
2014-10-29,10.050000,10.050000,10.050000,10.050000,9.569677,0
2014-10-30,10.050000,10.050000,10.050000,10.050000,9.569677,0
2014-10-31,10.050000,10.050000,10.050000,10.050000,9.571582,0
2014-11-03,10.050000,10.050000,10.050000,10.050000,9.571582,0
2014-11-04,10.050000,10.050000,10.050000,10.050000,9.571582,0
2014-11-05,10.050000,10.050000,10.050000,10.050000,9.571582,0
2014-11-06,10.040000,10.040000,10.040000,10.040000,9.562056,0
2014-11-07,10.050000,10.050000,10.050000,10.050000,9.571582,0
2014-11-10,10.050000,10.050000,10.050000,10.050000,9.571582,0
2014-11-11,10.050000,10.050000,10.050000,10.050000,9.571582,0
2014-11-12,10.050000,10.050000,10.050000,10.050000,9.571582,0
2014-11-13,10.050000,10.050000,10.050000,10.050000,9.571582,0
2014-11-14,10.050000,10.050000,10.050000,10.050000,9.571582,0
2014-11-17,10.050000,10.050000,10.050000,10.050000,9.571582,0
2014-11-18,10.050000,10.050000,10.050000,10.050000,9.571582,0
2014-11-19,10.050000,10.050000,10.050000,10.050000,9.571582,0
2014-11-20,10.050000,10.050000,10.050000,10.050000,9.571582,0
2014-11-21,10.050000,10.050000,10.050000,10.050000,9.571582,0
2014-11-24,10.050000,10.050000,10.050000,10.050000,9.571582,0
2014-11-25,10.050000,10.050000,10.050000,10.050000,9.571582,0
2014-11-26,10.050000,10.050000,10.050000,10.050000,9.571582,0
2014-11-28,10.050000,10.050000,10.050000,10.050000,9.573487,0
2014-12-01,10.050000,10.050000,10.050000,10.050000,9.573487,0
2014-12-02,10.050000,10.050000,10.050000,10.050000,9.573487,0
2014-12-03,10.050000,10.050000,10.050000,10.050000,9.573487,0
2014-12-04,10.050000,10.050000,10.050000,10.050000,9.573487,0
2014-12-05,10.050000,10.050000,10.050000,10.050000,9.573487,0
2014-12-08,10.050000,10.050000,10.050000,10.050000,9.573487,0
2014-12-09,10.050000,10.050000,10.050000,10.050000,9.573487,0
2014-12-10,10.040000,10.040000,10.040000,10.040000,9.563962,0
2014-12-11,10.040000,10.040000,10.040000,10.040000,9.563962,0
2014-12-12,10.040000,10.040000,10.040000,10.040000,9.563962,0
2014-12-15,10.040000,10.040000,10.040000,10.040000,9.563962,0
2014-12-16,10.040000,10.040000,10.040000,10.040000,9.563962,0
2014-12-17,10.040000,10.040000,10.040000,10.040000,9.563962,0
2014-12-18,10.040000,10.040000,10.040000,10.040000,9.563962,0
2014-12-19,10.040000,10.040000,10.040000,10.040000,9.563962,0
2014-12-22,10.040000,10.040000,10.040000,10.040000,9.563962,0
2014-12-23,10.040000,10.040000,10.040000,10.040000,9.563962,0
2014-12-24,10.040000,10.040000,10.040000,10.040000,9.563962,0
2014-12-26,10.040000,10.040000,10.040000,10.040000,9.564911,0
2014-12-29,10.040000,10.040000,10.040000,10.040000,9.564911,0
2014-12-30,10.040000,10.040000,10.040000,10.040000,9.564911,0
2014-12-31,10.040000,10.040000,10.040000,10.040000,9.567770,0
2015-01-02,10.040000,10.040000,10.040000,10.040000,9.567770,0
2015-01-05,10.040000,10.040000,10.040000,10.040000,9.567770,0
